Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
3,LeBron James\jamesle01,31,CLE,0.0,631.0,1310,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,.520,.309,.731,13.6,.242
4,Russell Westbrook\westbru01,27,OKC,0.0,486.0,1310,0.371,80,34.4,23.5,7.8,10.4,2.0,0.3,.454,.296,.812,14.0,.245
5,Kevin Durant\duranke01,27,OKC,0.0,147.0,1310,0.112,72,35.8,28.2,8.2,5.0,1.0,1.2,.505,.387,.898,14.5,.270
6,Chris Paul\paulch01,30,LAC,0.0,107.0,1310,0.082,74,32.7,19.5,4.2,10.0,2.1,0.2,.462,.371,.896,12.7,.253
7,Draymond Green\greendr01,25,GSW,0.0,50.0,1310,0.038,81,34.7,14.0,9.5,7.4,1.5,1.4,.490,.388,.696,11.1,.190
8,Damian Lillard\lillada01,25,POR,0.0,26.0,1310,0.020,75,35.7,25.1,4.0,6.8,0.9,0.4,.419,.375,.892,9.2,.165
9,James Harden\hardeja01,26,HOU,0.0,9.0,1310,0.007,82,38.1,29.0,6.1,7.5,1.7,0.6,.439,.359,.860,13.3,.204
10,Kyle Lowry\lowryky01,29,TOR,0.0,6.0,1310,0.005,77,37.0,21.2,4.7,6.4,2.1,0.4,.427,.388,.811,11.6,.196
1,Russell Westbrook\westbru01,28,OKC,69.0,888.0,1010,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,.425,.343,.845,13.1,.224
2,James Harden\hardeja01,27,HOU,22.0,753.0,1010,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,.440,.347,.847,15.0,.245
3,Kawhi Leonard\leonaka01,25,SAS,9.0,500.0,1010,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,.485,.380,.880,13.6,.264
4,LeBron James\jamesle01,32,CLE,1.0,333.0,1010,0.330,74,37.8,26.4,8.6,8.7,1.2,0.6,.548,.363,.674,12.9,.221
5,Isaiah Thomas\thomais02,27,BOS,0.0,81.0,1010,0.080,76,33.8,28.9,2.7,5.9,0.9,0.2,.463,.379,.909,12.5,.234
6,Stephen Curry\curryst01,28,GSW,0.0,52.0,1010,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,.468,.411,.898,12.6,.229
7,Giannis Antetokounmpo\antetgi01,22,MIL,0.0,7.0,1010,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,.521,.272,.770,12.4,.210
7,John Wall\walljo01,26,WAS,0.0,7.0,1010,0.007,78,36.4,23.1,4.2,10.7,2.0,0.6,.451,.327,.801,8.8,.149
9,Anthony Davis\davisan02,23,NOP,0.0,2.0,1010,0.002,75,36.1,28.0,11.8,2.1,1.3,2.2,.505,.299,.802,11.0,.195
9,Kevin Durant\duranke01,28,GSW,0.0,2.0,1010,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,.537,.375,.875,12.0,.278
11,DeMar DeRozan\derozde01,27,TOR,0.0,1.0,1010,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,.467,.266,.842,9.0,.166
1,James Harden\hardeja01,28,HOU,86.0,965.0,1010,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,.449,.367,.858,15.4,.289
2,LeBron James\jamesle01,33,CLE,15.0,738.0,1010,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,.542,.367,.731,14.0,.221
3,Anthony Davis\davisan02,24,NOP,0.0,445.0,1010,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,.534,.340,.828,13.7,.241
4,Damian Lillard\lillada01,27,POR,0.0,207.0,1010,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,.439,.361,.916,12.6,.227
5,Russell Westbrook\westbru01,29,OKC,0.0,76.0,1010,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,.449,.298,.737,10.1,.166
6,Giannis Antetokounmpo\antetgi01,23,MIL,0.0,75.0,1010,0.074,75,36.7,26.9,10.0,4.8,1.5,1.4,.529,.307,.760,11.9,.207
7,Kevin Durant\duranke01,29,GSW,0.0,66.0,1010,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,.516,.419,.889,10.4,.215
8,DeMar DeRozan\derozde01,28,TOR,0.0,32.0,1010,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,.456,.310,.825,9.6,.170
9,LaMarcus Aldridge\aldrila01,32,SAS,0.0,6.0,1010,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,.510,.293,.837,10.9,.209
10,Jimmy Butler\butleji01,28,MIN,0.0,5.0,1010,0.005,59,36.7,22.2,5.3,4.9,2.0,0.4,.474,.350,.854,8.9,.198
10,Stephen Curry\curryst01,29,GSW,0.0,5.0,1010,0.005,51,32.0,26.4,5.1,6.1,1.6,0.2,.495,.423,.921,9.1,.267
12,Joel Embiid\embiijo01,23,PHI,0.0,4.0,1010,0.004,63,30.3,22.9,11.0,3.2,0.6,1.8,.483,.308,.769,6.2,.155
13,Victor Oladipo\oladivi01,25,IND,0.0,2.0,1010,0.002,75,34.0,23.1,5.2,4.3,2.4,0.8,.477,.371,.799,8.2,.155
1,Giannis Antetokounmpo\antetgi01,24,MIL,78.0,941.0,1010,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,.578,.256,.729,14.4,.292
2,James Harden\hardeja01,29,HOU,23.0,776.0,1010,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,.442,.368,.879,15.2,.254
3,Paul George\georgpa01,28,OKC,0.0,356.0,1010,0.352,77,36.9,28.0,8.2,4.1,2.2,0.4,.438,.386,.839,11.9,.201
4,Nikola Jokić\jokicni01,23,DEN,0.0,212.0,1010,0.210,80,31.3,20.1,10.8,7.3,1.4,0.7,.511,.307,.821,11.8,.226
5,Stephen Curry\curryst01,30,GSW,0.0,175.0,1010,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,.472,.437,.916,9.7,.199
6,Damian Lillard\lillada01,28,POR,0.0,69.0,1010,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,.444,.369,.912,12.1,.205
7,Joel Embiid\embiijo01,24,PHI,0.0,49.0,1010,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,.484,.300,.804,8.7,.194
8,Kevin Durant\duranke01,30,GSW,0.0,25.0,1010,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,.521,.353,.885,11.5,.204
9,Kawhi Leonard\leonaka01,27,TOR,0.0,13.0,1010,0.013,60,34.0,26.6,7.3,3.3,1.8,0.4,.496,.371,.854,9.5,.224
10,Russell Westbrook\westbru01,30,OKC,0.0,8.0,1010,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,.428,.290,.656,6.8,.124
11,Rudy Gobert\goberru01,26,UTA,0.0,1.0,1010,0.001,81,31.8,15.9,12.9,2.0,0.8,2.3,.669,,.636,14.4,.268
11,LeBron James\jamesle01,34,LAL,0.0,1.0,1010,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,.510,.339,.665,7.2,.179
